Lead_1,Lead_2,Lead_3,Lead_4,Lead_5,Lead_6,Lead_7,Lead_8,Lead_9,Lead_10,Lead_11,Lead_12
,,,,,,-0.105000,-0.076364,-0.257727,-0.439091,-0.453409,-0.343636
,,,,,,-0.105000,-0.076364,-0.248182,-0.439091,-0.453409,-0.343636
,,,,,,-0.105000,-0.076364,-0.248182,-0.439091,-0.453409,-0.343636
,,,,,,-0.105000,-0.076364,-0.248182,-0.439091,-0.453409,-0.343636
,,,,,,-0.105000,-0.076364,-0.238636,-0.439091,-0.443864,-0.334091
,,,,,,-0.105000,-0.076364,-0.238636,-0.439091,-0.448636,-0.338864
,,,,,,-0.105000,-0.081136,-0.238636,-0.443864,-0.458182,-0.343636
,,,,,,-0.114545,-0.085909,-0.219545,-0.453409,-0.462955,-0.353182
,,,,,,-0.114545,-0.076364,-0.190909,-0.458182,-0.453409,-0.343636
,,,,,,-0.105000,-0.076364,-0.171818,-0.458182,-0.443864,-0.343636
,,,,,,-0.105000,-0.076364,-0.162273,-0.458182,-0.443864,-0.343636
,,,,,,-0.095455,-0.076364,-0.162273,-0.462955,-0.448636,-0.343636
,,,,,,-0.090682,-0.066818,-0.152727,-0.467727,-0.448636,-0.343636
,,,,,,-0.085909,-0.066818,-0.143182,-0.467727,-0.448636,-0.348409
,,,,,,-0.085909,-0.066818,-0.143182,-0.467727,-0.453409,-0.353182
,,,,,,-0.076364,-0.066818,-0.143182,-0.467727,-0.453409,-0.353182
,,,,,,-0.076364,-0.066818,-0.143182,-0.467727,-0.453409,-0.353182
,,,,,,-0.066818,-0.057273,-0.143182,-0.467727,-0.453409,-0.357955
,,,,,,-0.062045,-0.057273,-0.143182,-0.467727,-0.453409,-0.353182
,,,,,,-0.057273,-0.057273,-0.143182,-0.467727,-0.443864,-0.353182
,,,,,,-0.057273,-0.057273,-0.143182,-0.467727,-0.443864,-0.353182
,,,,,,-0.062045,-0.066818,-0.143182,-0.472500,-0.448636,-0.353182
,,,,,,-0.066818,-0.066818,-0.143182,-0.467727,-0.443864,-0.343636
,,,,,,-0.066818,-0.066818,-0.143182,-0.467727,-0.434318,-0.334091
,,,,,,-0.066818,-0.066818,-0.143182,-0.458182,-0.424773,-0.334091
,,,,,,-0.066818,-0.066818,-0.133636,-0.458182,-0.424773,-0.324545
,,,,,,-0.071591,-0.071591,-0.138409,-0.458182,-0.424773,-0.329318
,,,,,,-0.066818,-0.071591,-0.138409,-0.448636,-0.410455,-0.324545
,,,,,,-0.057273,-0.066818,-0.124091,-0.439091,-0.405682,-0.315000
,,,,,,-0.057273,-0.071591,-0.128864,-0.439091,-0.405682,-0.315000
,,,,,,-0.062045,-0.081136,-0.133636,-0.448636,-0.396136,-0.315000
,,,,,,-0.076364,-0.095455,-0.147955,-0.448636,-0.400909,-0.315000
,,,,,,-0.109773,-0.124091,-0.157500,-0.453409,-0.405682,-0.315000
,,,,,,-0.133636,-0.138409,-0.171818,-0.462955,-0.410455,-0.315000
,,,,,,-0.152727,-0.143182,-0.186136,-0.472500,-0.420000,-0.315000
,,,,,,-0.143182,-0.143182,-0.190909,-0.477273,-0.424773,-0.315000
,,,,,,-0.133636,-0.143182,-0.190909,-0.477273,-0.424773,-0.315000
,,,,,,-0.133636,-0.143182,-0.190909,-0.477273,-0.424773,-0.315000
,,,,,,-0.124091,-0.147955,-0.195682,-0.482045,-0.424773,-0.315000
,,,,,,-0.124091,-0.157500,-0.205227,-0.486818,-0.415227,-0.315000
,,,,,,-0.114545,-0.162273,-0.210000,-0.491591,-0.415227,-0.315000
,,,,,,-0.105000,-0.152727,-0.200455,-0.486818,-0.415227,-0.324545
,,,,,,-0.095455,-0.152727,-0.190909,-0.486818,-0.415227,-0.329318
,,,,,,-0.081136,-0.143182,-0.190909,-0.486818,-0.420000,-0.338864
,,,,,,-0.071591,-0.133636,-0.195682,-0.491591,-0.429545,-0.348409
,,,,,,-0.066818,-0.133636,-0.200455,-0.505909,-0.439091,-0.357955
,,,,,,-0.071591,-0.133636,-0.205227,-0.520227,-0.448636,-0.362727
,,,,,,-0.066818,-0.133636,-0.200455,-0.525000,-0.443864,-0.362727
,,,,,,-0.057273,-0.133636,-0.200455,-0.529773,-0.443864,-0.362727
,,,,,,-0.047727,-0.124091,-0.200455,-0.539318,-0.443864,-0.362727
,,,,,,-0.047727,-0.124091,-0.200455,-0.548864,-0.443864,-0.353182
,,,,,,-0.047727,-0.128864,-0.205227,-0.558409,-0.443864,-0.353182
,,,,,,-0.038182,-0.133636,-0.210000,-0.567955,-0.443864,-0.357955
,,,,,,-0.028636,-0.124091,-0.210000,-0.577500,-0.448636,-0.367500
,,,,,,-0.000000,-0.095455,-0.200455,-0.587045,-0.472500,-0.386591
,,,,,,0.047727,-0.046534,-0.171818,-0.610909,-0.515455,-0.420000
,,,,,,0.105000,0.047727,-0.090682,-0.558409,-0.505909,-0.420000
,,,,,,0.181364,0.186136,0.105000,-0.376058,-0.373103,-0.338864
,,,,,,0.205227,0.324545,0.371974,-0.033604,-0.047727,-0.123494
,,,,,,0.090682,0.377045,0.606136,0.434318,0.443864,0.190909
,,,,,,-0.115739,0.259827,0.365591,0.256871,0.795455,0.528409
,,,,,,-0.457559,-0.115697,0.125045,0.079423,0.805000,0.749318
,,,,,,-0.773580,-0.521288,-0.115500,-0.098024,0.814545,0.634465
,,,,,,-0.854318,-0.726756,-0.356045,-0.275472,0.370019,0.272240
,,,,,,-0.720682,-0.715909,-0.596591,-0.452920,-0.074508,-0.074773
,,,,,,-0.526736,-0.591818,-0.633409,-0.630367,-0.519034,-0.265682
,,,,,,-0.345545,-0.419523,-0.533949,-0.634773,-0.572727,-0.353182
,,,,,,-0.195682,-0.272045,-0.415227,-0.553636,-0.534545,-0.372273
,,,,,,-0.124091,-0.176591,-0.329318,-0.472500,-0.505909,-0.377045
,,,,,,-0.085909,-0.119318,-0.281591,-0.448636,-0.505909,-0.386591
,,,,,,-0.076364,-0.105000,-0.281591,-0.453409,-0.510682,-0.396136
,,,,,,-0.066818,-0.095455,-0.276818,-0.448636,-0.515455,-0.400909
,,,,,,-0.066818,-0.085909,-0.257727,-0.439091,-0.520227,-0.405682
,,,,,,-0.062045,-0.076364,-0.257727,-0.429545,-0.520227,-0.410455
,,,,,,-0.057273,-0.076364,-0.257727,-0.429545,-0.520227,-0.400909
,,,,,,-0.057273,-0.081136,-0.252955,-0.424773,-0.520227,-0.400909
,,,,,,-0.057273,-0.076364,-0.248182,-0.415227,-0.520227,-0.405682
,,,,,,-0.057273,-0.066818,-0.238636,-0.410455,-0.510682,-0.400909
,,,,,,-0.047727,-0.047727,-0.238636,-0.400909,-0.501136,-0.391364
,,,,,,-0.047727,-0.047727,-0.229091,-0.391364,-0.501136,-0.391364
,,,,,,-0.057273,-0.047727,-0.229091,-0.391364,-0.501136,-0.391364
,,,,,,-0.057273,-0.047727,-0.229091,-0.391364,-0.491591,-0.391364
,,,,,,-0.057273,-0.047727,-0.233864,-0.391364,-0.491591,-0.391364
,,,,,,-0.057273,-0.057273,-0.238636,-0.391364,-0.491591,-0.396136
,,,,,,-0.057273,-0.057273,-0.229091,-0.386591,-0.482045,-0.396136
,,,,,,-0.047727,-0.047727,-0.219545,-0.381818,-0.472500,-0.391364
,,,,,,-0.047727,-0.047727,-0.210000,-0.372273,-0.462955,-0.391364
,,,,,,-0.052500,-0.047727,-0.200455,-0.372273,-0.453409,-0.391364
,,,,,,-0.047727,-0.057273,-0.190909,-0.372273,-0.443864,-0.381818
,,,,,,-0.047727,-0.057273,-0.176591,-0.362727,-0.439091,-0.381818
,,,,,,-0.047727,-0.062045,-0.143182,-0.362727,-0.434318,-0.381818
,,,,,,-0.057273,-0.071591,-0.114545,-0.353182,-0.434318,-0.381818
,,,,,,-0.071591,-0.076364,-0.095455,-0.343636,-0.434318,-0.381818
,,,,,,-0.081136,-0.076364,-0.095455,-0.343636,-0.424773,-0.381818
,,,,,,-0.085909,-0.066818,-0.095455,-0.334091,-0.410455,-0.362727
,,,,,,-0.076364,-0.057273,-0.095455,-0.315000,-0.386591,-0.353182
,,,,,,-0.076364,-0.057273,-0.095455,-0.305455,-0.386591,-0.343636
,,,,,,-0.076364,-0.057273,-0.095455,-0.295909,-0.377045,-0.343636
,,,,,,-0.076364,-0.038182,-0.085909,-0.276818,-0.362727,-0.334091
,,,,,,-0.066818,-0.028636,-0.076364,-0.252955,-0.343636,-0.319773
,,,,,,-0.076364,-0.028636,-0.066818,-0.233864,-0.329318,-0.315000
,,,,,,-0.081136,-0.019091,-0.066818,-0.210000,-0.315000,-0.310227
,,,,,,-0.090682,-0.009545,-0.057273,-0.190909,-0.300682,-0.305455
,,,,,,-0.100227,-0.000000,-0.057273,-0.181364,-0.291136,-0.295909
,,,,,,-0.109773,0.009545,-0.047727,-0.171818,-0.276818,-0.286364
,,,,,,-0.124091,0.019091,-0.047727,-0.162273,-0.262500,-0.276818
,,,,,,-0.128864,0.014318,-0.047727,-0.152727,-0.262500,-0.267273
,,,,,,-0.138409,0.009545,-0.052500,-0.152727,-0.252955,-0.267273
,,,,,,-0.143182,0.009545,-0.057273,-0.143182,-0.252955,-0.257727
,,,,,,-0.143182,0.004773,-0.057273,-0.143182,-0.243409,-0.257727
,,,,,,-0.143182,-0.000000,-0.062045,-0.147955,-0.243409,-0.248182
,,,,,,-0.133636,-0.000000,-0.066818,-0.157500,-0.248182,-0.252955
,,,,,,-0.133636,-0.004773,-0.081136,-0.167045,-0.262500,-0.262500
,,,,,,-0.133636,-0.014318,-0.090682,-0.186136,-0.276818,-0.272045
,,,,,,-0.128864,-0.019091,-0.100227,-0.200455,-0.291136,-0.281591
,,,,,,-0.119318,-0.019091,-0.109773,-0.219545,-0.305455,-0.291136
,,,,,,-0.114545,-0.023864,-0.119318,-0.238636,-0.329318,-0.305455
,,,,,,-0.114545,-0.028636,-0.138409,-0.267273,-0.343636,-0.315000
,,,,,,-0.114545,-0.033409,-0.152727,-0.291136,-0.362727,-0.324545
,,,,,,-0.124091,-0.028636,-0.167045,-0.315000,-0.381818,-0.338864
,,,,,,-0.124091,-0.019091,-0.171818,-0.329318,-0.391364,-0.348409
,,,,,,-0.124091,-0.009545,-0.171818,-0.338864,-0.405682,-0.353182
,,,,,,-0.114545,-0.009545,-0.171818,-0.343636,-0.415227,-0.353182
,,,,,,-0.119318,-0.014318,-0.176591,-0.348409,-0.420000,-0.357955
,,,,,,-0.133636,-0.023864,-0.186136,-0.362727,-0.434318,-0.367500
,,,,,,-0.138409,-0.028636,-0.190909,-0.367500,-0.434318,-0.372273
,,,,,,-0.133636,-0.033409,-0.190909,-0.362727,-0.424773,-0.362727
,,,,,,-0.124091,-0.042955,-0.181364,-0.362727,-0.424773,-0.362727
,,,,,,-0.124091,-0.052500,-0.181364,-0.362727,-0.424773,-0.362727
,,,,,,-0.105000,-0.062045,-0.190909,-0.362727,-0.424773,-0.362727
,,,,,,-0.095455,-0.071591,-0.190909,-0.362727,-0.424773,-0.362727
,,,,,,-0.095455,-0.066818,-0.190909,-0.362727,-0.424773,-0.353182
,,,,,,-0.100227,-0.066818,-0.190909,-0.367500,-0.420000,-0.353182
,,,,,,-0.109773,-0.066818,-0.190909,-0.372273,-0.424773,-0.353182
,,,,,,-0.114545,-0.071591,-0.190909,-0.372273,-0.424773,-0.353182
,,,,,,-0.114545,-0.076364,-0.190909,-0.372273,-0.424773,-0.357955
,,,,,,-0.114545,-0.076364,-0.190909,-0.372273,-0.424773,-0.362727
,,,,,,-0.105000,-0.076364,-0.190909,-0.372273,-0.424773,-0.362727
,,,,,,-0.105000,-0.066818,-0.195682,-0.377045,-0.424773,-0.362727
,,,,,,-0.105000,-0.066818,-0.200455,-0.381818,-0.429545,-0.362727
,,,,,,-0.095455,-0.066818,-0.190909,-0.381818,-0.434318,-0.362727
,,,,,,-0.095455,-0.066818,-0.190909,-0.386591,-0.439091,-0.362727
,,,,,,-0.085909,-0.066818,-0.190909,-0.391364,-0.443864,-0.372273
,,,,,,-0.090682,-0.066818,-0.190909,-0.391364,-0.443864,-0.372273
,,,,,,-0.095455,-0.057273,-0.190909,-0.391364,-0.443864,-0.372273
,,,,,,-0.095455,-0.057273,-0.181364,-0.381818,-0.434318,-0.362727
,,,,,,-0.085909,-0.047727,-0.181364,-0.381818,-0.434318,-0.362727
,,,,,,-0.076364,-0.047727,-0.181364,-0.381818,-0.424773,-0.362727
,,,,,,-0.066818,-0.047727,-0.181364,-0.381818,-0.424773,-0.362727
,,,,,,-0.071591,-0.042955,-0.181364,-0.386591,-0.424773,-0.362727
,,,,,,-0.081136,-0.047727,-0.181364,-0.391364,-0.415227,-0.362727
,,,,,,-0.100227,-0.057273,-0.181364,-0.391364,-0.405682,-0.362727
,,,,,,-0.105000,-0.057273,-0.186136,-0.391364,-0.405682,-0.362727
,,,,,,-0.114545,-0.057273,-0.190909,-0.396136,-0.396136,-0.362727
,,,,,,-0.105000,-0.047727,-0.181364,-0.391364,-0.391364,-0.353182
,,,,,,-0.105000,-0.038182,-0.181364,-0.391364,-0.386591,-0.353182
,,,,,,-0.109773,-0.042955,-0.181364,-0.391364,-0.391364,-0.353182
,,,,,,-0.114545,-0.047727,-0.181364,-0.381818,-0.386591,-0.353182
,,,,,,-0.105000,-0.038182,-0.181364,-0.381818,-0.386591,-0.338864
,,,,,,-0.105000,-0.042955,-0.171818,-0.372273,-0.386591,-0.334091
,,,,,,-0.100227,-0.038182,-0.162273,-0.362727,-0.386591,-0.324545
,,,,,,-0.100227,-0.038182,-0.162273,-0.367500,-0.386591,-0.329318
,,,,,,-0.119318,-0.047727,-0.167045,-0.372273,-0.386591,-0.334091
,,,,,,-0.138409,-0.071591,-0.176591,-0.372273,-0.386591,-0.329318
,,,,,,-0.157500,-0.085909,-0.186136,-0.377045,-0.386591,-0.324545
,,,,,,-0.171818,-0.090682,-0.200455,-0.386591,-0.386591,-0.324545
,,,,,,-0.181364,-0.100227,-0.219545,-0.405682,-0.391364,-0.329318
,,,,,,-0.181364,-0.109773,-0.233864,-0.420000,-0.410455,-0.338864
,,,,,,-0.181364,-0.114545,-0.243409,-0.429545,-0.415227,-0.343636
,,,,,,-0.181364,-0.114545,-0.238636,-0.429545,-0.415227,-0.343636
,,,,,,-0.171818,-0.114545,-0.238636,-0.434318,-0.415227,-0.343636
,,,,,,-0.176591,-0.119318,-0.243409,-0.439091,-0.420000,-0.348409
,,,,,,-0.171818,-0.128864,-0.252955,-0.443864,-0.434318,-0.353182
,,,,,,-0.162273,-0.124091,-0.257727,-0.448636,-0.439091,-0.357955
,,,,,,-0.157500,-0.114545,-0.248182,-0.439091,-0.443864,-0.362727
,,,,,,-0.138409,-0.095455,-0.238636,-0.439091,-0.443864,-0.362727
,,,,,,-0.133636,-0.100227,-0.238636,-0.443864,-0.448636,-0.367500
,,,,,,-0.138409,-0.109773,-0.243409,-0.453409,-0.462955,-0.377045
,,,,,,-0.143182,-0.114545,-0.248182,-0.458182,-0.472500,-0.381818
,,,,,,-0.143182,-0.105000,-0.238636,-0.458182,-0.472500,-0.381818
,,,,,,-0.133636,-0.105000,-0.229091,-0.458182,-0.462955,-0.381818
,,,,,,-0.133636,-0.105000,-0.229091,-0.458182,-0.462955,-0.386591
,,,,,,-0.133636,-0.105000,-0.229091,-0.462955,-0.462955,-0.391364
,,,,,,-0.133636,-0.105000,-0.229091,-0.467727,-0.472500,-0.391364
,,,,,,-0.133636,-0.105000,-0.229091,-0.472500,-0.486818,-0.391364
,,,,,,-0.119318,-0.095455,-0.224318,-0.477273,-0.496364,-0.396136
,,,,,,-0.090682,-0.076364,-0.214773,-0.486818,-0.515455,-0.415227
,,,,,,-0.047727,-0.009545,-0.171818,-0.491591,-0.558409,-0.439091
,,,,,,0.024924,0.105000,-0.085909,-0.429545,-0.534545,-0.439091
,,,,,,0.085909,0.257727,0.147955,-0.208939,-0.346023,-0.324545
,,,,,,0.081136,0.381818,0.443864,0.186136,0.022028,-0.071864
,,,,,,-0.042045,0.378000,0.508170,0.633960,0.523264,0.251731
,,,,,,-0.316256,0.180108,0.276718,0.418846,0.818706,0.541406
,,,,,,-0.625227,-0.219545,0.045266,0.203731,0.531829,0.668182
,,,,,,-0.885341,-0.614285,-0.186187,-0.011383,0.244951,0.518163
,,,,,,-0.959318,-0.821439,-0.417639,-0.226498,-0.041927,0.163518
,,,,,,-0.830455,-0.801818,-0.649091,-0.441613,-0.328804,-0.171818
,,,,,,-0.630398,-0.647789,-0.652996,-0.656727,-0.615682,-0.334091
,,,,,,-0.443864,-0.473505,-0.529211,-0.658636,-0.634773,-0.396136
,,,,,,-0.325500,-0.338864,-0.410455,-0.582273,-0.591818,-0.410455
,,,,,,-0.259318,-0.257727,-0.338864,-0.525000,-0.563182,-0.410455
,,,,,,-0.210000,-0.205227,-0.291136,-0.515455,-0.563182,-0.415227
,,,,,,-0.186136,-0.190909,-0.286364,-0.525000,-0.572727,-0.424773
,,,,,,-0.181364,-0.190909,-0.276818,-0.529773,-0.577500,-0.429545
,,,,,,-0.171818,-0.181364,-0.267273,-0.525000,-0.577500,-0.429545
,,,,,,-0.162273,-0.181364,-0.267273,-0.525000,-0.567955,-0.429545
,,,,,,-0.162273,-0.181364,-0.267273,-0.525000,-0.567955,-0.434318
,,,,,,-0.152727,-0.171818,-0.257727,-0.525000,-0.567955,-0.439091
,,,,,,-0.143182,-0.171818,-0.248182,-0.515455,-0.558409,-0.439091
,,,,,,-0.143182,-0.162273,-0.248182,-0.510682,-0.558409,-0.439091
,,,,,,-0.143182,-0.162273,-0.248182,-0.505909,-0.553636,-0.439091
,,,,,,-0.152727,-0.162273,-0.248182,-0.510682,-0.558409,-0.429545
,,,,,,-0.152727,-0.162273,-0.248182,-0.515455,-0.548864,-0.429545
,,,,,,-0.152727,-0.162273,-0.248182,-0.515455,-0.548864,-0.420000
,,,,,,-0.157500,-0.162273,-0.248182,-0.515455,-0.548864,-0.420000
,,,,,,-0.162273,-0.167045,-0.248182,-0.515455,-0.548864,-0.424773
,,,,,,-0.167045,-0.171818,-0.248182,-0.515455,-0.553636,-0.429545
,,,,,,-0.162273,-0.171818,-0.248182,-0.515455,-0.558409,-0.429545
,,,,,,-0.162273,-0.176591,-0.248182,-0.510682,-0.548864,-0.420000
,,,,,,-0.162273,-0.186136,-0.238636,-0.505909,-0.539318,-0.420000
,,,,,,-0.162273,-0.190909,-0.238636,-0.505909,-0.529773,-0.420000
,,,,,,-0.162273,-0.190909,-0.229091,-0.496364,-0.529773,-0.420000
,,,,,,-0.162273,-0.190909,-0.219545,-0.486818,-0.520227,-0.410455
,,,,,,-0.162273,-0.190909,-0.210000,-0.486818,-0.501136,-0.400909
,,,,,,-0.162273,-0.186136,-0.210000,-0.477273,-0.486818,-0.391364
,,,,,,-0.167045,-0.181364,-0.200455,-0.467727,-0.472500,-0.381818
,,,,,,-0.171818,-0.181364,-0.200455,-0.458182,-0.462955,-0.362727
,,,,,,-0.171818,-0.181364,-0.190909,-0.448636,-0.453409,-0.362727
,,,,,,-0.171818,-0.181364,-0.181364,-0.439091,-0.443864,-0.362727
,,,,,,-0.152727,-0.181364,-0.171818,-0.420000,-0.434318,-0.353182
,,,,,,-0.138409,-0.171818,-0.162273,-0.410455,-0.420000,-0.343636
,,,,,,-0.138409,-0.157500,-0.143182,-0.386591,-0.396136,-0.329318
,,,,,,-0.147955,-0.152727,-0.128864,-0.362727,-0.372273,-0.315000
,,,,,,-0.157500,-0.152727,-0.109773,-0.343636,-0.357955,-0.305455
,,,,,,-0.162273,-0.157500,-0.105000,-0.334091,-0.348409,-0.300682
,,,,,,-0.162273,-0.162273,-0.095455,-0.319773,-0.334091,-0.295909
,,,,,,-0.162273,-0.167045,-0.085909,-0.315000,-0.329318,-0.295909
,,,,,,-0.167045,-0.171818,-0.090682,-0.305455,-0.319773,-0.295909
,,,,,,-0.176591,-0.181364,-0.095455,-0.295909,-0.315000,-0.286364
,,,,,,-0.181364,-0.181364,-0.095455,-0.276818,-0.310227,-0.276818
,,,,,,-0.186136,-0.190909,-0.095455,-0.276818,-0.310227,-0.257727
,,,,,,-0.195682,-0.190909,-0.095455,-0.276818,-0.310227,-0.248182
,,,,,,-0.205227,-0.195682,-0.095455,-0.281591,-0.310227,-0.248182
,,,,,,-0.210000,-0.205227,-0.100227,-0.295909,-0.319773,-0.262500
,,,,,,-0.210000,-0.210000,-0.109773,-0.310227,-0.329318,-0.272045
,,,,,,-0.210000,-0.210000,-0.119318,-0.329318,-0.348409,-0.291136
,,,,,,-0.210000,-0.219545,-0.138409,-0.343636,-0.367500,-0.295909
,,,,,,-0.210000,-0.219545,-0.147955,-0.367500,-0.381818,-0.305455
,,,,,,-0.200455,-0.224318,-0.157500,-0.391364,-0.386591,-0.315000
,,,,,,-0.200455,-0.229091,-0.167045,-0.410455,-0.391364,-0.324545
,,,,,,-0.190909,-0.233864,-0.176591,-0.429545,-0.410455,-0.338864
,,,,,,-0.195682,-0.243409,-0.186136,-0.448636,-0.420000,-0.348409
,,,,,,-0.200455,-0.248182,-0.200455,-0.462955,-0.439091,-0.357955
,,,,,,-0.195682,-0.248182,-0.205227,-0.472500,-0.448636,-0.362727
,,,,,,-0.200455,-0.248182,-0.210000,-0.482045,-0.458182,-0.367500
,,,,,,-0.200455,-0.248182,-0.210000,-0.486818,-0.467727,-0.372273
,,,,,,-0.200455,-0.248182,-0.210000,-0.486818,-0.477273,-0.372273
,,,,,,-0.200455,-0.248182,-0.210000,-0.486818,-0.486818,-0.377045
,,,,,,-0.200455,-0.248182,-0.210000,-0.486818,-0.491591,-0.372273
,,,,,,-0.190909,-0.252955,-0.210000,-0.486818,-0.491591,-0.372273
,,,,,,-0.190909,-0.262500,-0.214773,-0.477273,-0.491591,-0.372273
,,,,,,-0.195682,-0.281591,-0.219545,-0.477273,-0.491591,-0.372273
,,,,,,-0.200455,-0.286364,-0.219545,-0.477273,-0.501136,-0.357955
,,,,,,-0.200455,-0.286364,-0.219545,-0.477273,-0.501136,-0.338864
,,,,,,-0.200455,-0.286364,-0.219545,-0.477273,-0.501136,-0.324545
,,,,,,-0.205227,-0.286364,-0.214773,-0.467727,-0.491591,-0.324545
,,,,,,-0.210000,-0.286364,-0.210000,-0.467727,-0.491591,-0.324545
,,,,,,-0.210000,-0.286364,-0.214773,-0.467727,-0.491591,-0.329318
,,,,,,-0.210000,-0.286364,-0.219545,-0.472500,-0.491591,-0.334091
,,,,,,-0.210000,-0.276818,-0.219545,-0.477273,-0.482045,-0.329318
,,,,,,-0.210000,-0.276818,-0.210000,-0.477273,-0.482045,-0.338864
,,,,,,-0.210000,-0.276818,-0.210000,-0.477273,-0.472500,-0.343636
,,,,,,-0.195682,-0.276818,-0.205227,-0.472500,-0.472500,-0.343636
,,,,,,-0.190909,-0.276818,-0.200455,-0.458182,-0.462955,-0.334091
,,,,,,-0.181364,-0.276818,-0.190909,-0.448636,-0.453409,-0.324545
,,,,,,-0.186136,-0.281591,-0.190909,-0.448636,-0.453409,-0.324545
,,,,,,-0.190909,-0.286364,-0.190909,-0.458182,-0.453409,-0.324545
,,,,,,-0.181364,-0.291136,-0.190909,-0.448636,-0.453409,-0.324545
,,,,,,-0.171818,-0.295909,-0.181364,-0.448636,-0.453409,-0.329318
,,,,,,-0.162273,-0.295909,-0.186136,-0.448636,-0.458182,-0.334091
,,,,,,-0.162273,-0.300682,-0.190909,-0.448636,-0.462955,-0.334091
,,,,,,-0.157500,-0.305455,-0.190909,-0.443864,-0.462955,-0.334091
,,,,,,-0.152727,-0.305455,-0.190909,-0.429545,-0.462955,-0.334091
,,,,,,-0.152727,-0.295909,-0.171818,-0.410455,-0.453409,-0.334091
,,,,,,-0.152727,-0.295909,-0.171818,-0.400909,-0.453409,-0.324545
,,,,,,-0.157500,-0.295909,-0.171818,-0.400909,-0.448636,-0.324545
,,,,,,-0.162273,-0.286364,-0.176591,-0.400909,-0.458182,-0.324545
,,,,,,-0.162273,-0.286364,-0.181364,-0.400909,-0.467727,-0.324545
,,,,,,-0.162273,-0.286364,-0.181364,-0.400909,-0.477273,-0.329318
,,,,,,-0.162273,-0.286364,-0.181364,-0.400909,-0.482045,-0.334091
,,,,,,-0.162273,-0.286364,-0.181364,-0.391364,-0.482045,-0.334091
,,,,,,-0.162273,-0.286364,-0.181364,-0.391364,-0.472500,-0.334091
,,,,,,-0.162273,-0.286364,-0.171818,-0.381818,-0.462955,-0.324545
,,,,,,-0.152727,-0.276818,-0.171818,-0.372273,-0.453409,-0.315000
,,,,,,-0.152727,-0.276818,-0.162273,-0.362727,-0.443864,-0.315000
,,,,,,-0.143182,-0.276818,-0.162273,-0.362727,-0.443864,-0.310227
,,,,,,-0.152727,-0.286364,-0.167045,-0.362727,-0.443864,-0.305455
,,,,,,-0.167045,-0.300682,-0.171818,-0.362727,-0.448636,-0.305455
,,,,,,-0.181364,-0.315000,-0.181364,-0.367500,-0.458182,-0.305455
,,,,,,-0.205227,-0.329318,-0.195682,-0.386591,-0.467727,-0.310227
,,,,,,-0.210000,-0.338864,-0.219545,-0.405682,-0.482045,-0.315000
,,,,,,-0.219545,-0.334091,-0.233864,-0.420000,-0.496364,-0.315000
,,,,,,-0.210000,-0.319773,-0.229091,-0.410455,-0.491591,-0.315000
,,,,,,-0.210000,-0.305455,-0.229091,-0.410455,-0.496364,-0.315000
,,,,,,-0.210000,-0.295909,-0.233864,-0.415227,-0.501136,-0.315000
,,,,,,-0.210000,-0.291136,-0.238636,-0.420000,-0.501136,-0.315000
,,,,,,-0.210000,-0.251591,-0.248182,-0.424773,-0.505909,-0.315000
,,,,,,-0.190909,-0.181364,-0.233864,-0.429545,-0.501136,-0.315000
,,,,,,-0.181364,-0.106193,-0.214773,-0.415227,-0.491591,-0.310227
,,,,,,-0.171818,-0.052500,-0.210000,-0.424773,-0.496364,-0.315000
,,,,,,-0.162273,-0.052500,-0.214773,-0.429545,-0.501136,-0.329318
,,,,,,-0.162273,-0.057273,-0.219545,-0.434318,-0.510682,-0.338864
,,,,,,-0.162273,-0.057273,-0.219545,-0.443864,-0.520227,-0.353182
,,,,,,-0.167045,-0.057273,-0.224318,-0.448636,-0.534545,-0.357955
,,,,,,-0.171818,-0.062045,-0.229091,-0.448636,-0.539318,-0.362727
,,,,,,-0.171818,-0.066818,-0.229091,-0.448636,-0.529773,-0.353182
,,,,,,-0.147955,-0.057273,-0.219545,-0.439091,-0.529773,-0.338864
,,,,,,-0.128864,-0.047727,-0.210000,-0.429545,-0.520227,-0.334091
,,,,,,-0.114545,-0.047727,-0.210000,-0.434318,-0.529773,-0.343636
,,,,,,-0.100227,-0.033409,-0.200455,-0.439091,-0.548864,-0.357955
,,,,,,-0.066818,-0.000000,-0.181364,-0.443864,-0.577500,-0.391364
,,,,,,-0.019091,0.062045,-0.119318,-0.408864,-0.582273,-0.415227
,,,,,,0.046773,0.165773,0.019091,-0.300682,-0.484306,-0.372273
,,,,,,0.102614,0.310227,0.258324,-0.027500,-0.200030,-0.209266
,,,,,,0.076364,0.429545,0.539976,0.401263,0.272045,0.091906
,,,,,,-0.057273,0.393199,0.319727,0.248901,0.711136,0.425318
,,,,,,-0.295909,0.171102,0.099477,0.096539,0.485215,0.671591
,,,,,,-0.583227,-0.212435,-0.120773,-0.055823,0.259293,0.702273
,,,,,,-0.775409,-0.551091,-0.341023,-0.208185,0.033371,0.438097
,,,,,,-0.825682,-0.706364,-0.561273,-0.360547,-0.192551,0.047966
,,,,,,-0.696818,-0.653864,-0.701591,-0.512909,-0.418473,-0.224318
,,,,,,-0.486818,-0.482045,-0.630000,-0.644318,-0.553636,-0.343636
,,,,,,-0.315000,-0.304261,-0.477273,-0.572727,-0.520227,-0.372273
